Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
0,1,0,1,19,6,7,6,15.0,6,8,6,14.333333333333334,Graduate
0,1,0,0,18,7,9,7,15.155555555555557,8,8,8,16.8,Graduate
1,1,0,0,20,6,8,6,10.666666666666666,6,7,6,11.857142857142858,Graduate
0,1,0,0,18,6,9,5,11.0,6,9,4,11.25,Dropout
0,1,0,0,21,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,0,0,19,6,7,6,12.285714285714286,6,7,6,12.0,Graduate
0,1,0,0,18,8,8,8,12.82875,8,8,8,12.82875,Dropout
0,1,0,0,18,6,6,6,12.666666666666666,6,8,5,14.4,Graduate
0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,Enrolled
1,0,0,1,21,6,16,2,13.0,6,8,0,0.0,Dropout
1,1,0,0,19,5,10,5,10.875,5,8,4,12.4,Graduate
0,1,0,1,19,5,5,5,12.8,5,8,5,11.6,Graduate
0,1,0,0,19,6,10,5,11.285714285714286,6,7,0,0.0,Dropout
0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,0,1,19,6,0,0,0.0,6,11,1,10.0,Dropout
0,1,0,1,20,7,9,6,13.766666666666666,8,9,8,13.744444444444444,Dropout
0,0,0,0,18,8,9,6,12.758333333333333,8,9,6,12.758333333333333,Dropout
0,1,0,1,19,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,0,0,18,6,6,6,12.666666666666666,6,8,6,13.25,Graduate
0,1,0,0,18,6,13,6,12.0,6,16,4,12.75,Enrolled
0,1,0,1,19,6,8,6,12.25,6,8,6,12.0,Graduate
0,1,0,0,20,5,8,3,11.333333333333334,5,8,5,12.2,Graduate
0,1,0,1,19,7,9,7,13.507142857142856,8,12,8,13.05,Graduate
0,1,0,0,18,8,8,7,13.614285714285714,8,8,7,13.614285714285714,Graduate
1,1,0,0,25,6,6,0,0.0,6,6,0,0.0,Dropout
0,0,0,0,18,6,9,4,11.5,6,6,6,12.166666666666666,Graduate
0,1,0,0,19,6,7,6,12.333333333333334,6,7,6,12.5,Graduate
0,1,0,1,19,7,7,7,11.971428571428572,8,8,8,14.4375,Graduate
1,0,0,1,20,5,12,2,13.0,5,13,2,11.5,Dropout
0,1,0,0,18,7,9,7,12.385714285714286,8,9,7,12.728571428571428,Enrolled
0,1,0,0,20,5,12,2,13.5,5,12,5,11.285714285714286,Graduate
0,1,0,0,21,6,8,6,12.166666666666666,6,7,6,13.285714285714286,Graduate
0,1,0,0,19,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,0,0,42,6,6,6,11.666666666666666,6,6,6,13.666666666666666,Graduate
1,0,0,0,18,6,9,5,12.4,6,12,5,14.166666666666666,Enrolled
0,1,0,1,19,6,7,5,13.4,6,6,6,12.833333333333334,Graduate
0,1,0,0,18,6,11,6,12.0,6,11,4,12.5,Graduate
0,1,0,0,21,5,6,5,14.2,5,5,5,14.8,Graduate
0,1,0,1,20,6,8,6,12.125,6,7,6,14.428571428571429,Graduate
0,1,0,0,20,7,7,7,13.857142857142858,7,7,7,13.285714285714286,Graduate
0,1,0,0,21,6,13,3,11.75,6,13,5,12.333333333333334,Enrolled
0,1,0,0,19,7,9,7,14.283333333333337,8,9,8,13.125555555555556,Graduate
0,1,0,0,21,13,21,11,13.272727272727272,11,13,9,13.0,Graduate
0,1,0,0,19,6,6,6,14.666666666666666,6,7,6,15.142857142857142,Graduate
0,1,0,1,19,7,10,7,15.114999999999998,8,10,8,15.092,Graduate
0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,Enrolled
0,1,0,0,22,6,13,6,15.0,6,7,6,13.142857142857142,Graduate
0,1,0,0,21,6,8,5,13.2,6,9,5,14.333333333333334,Graduate
0,1,0,1,18,6,14,2,11.0,6,14,3,10.333333333333334,Dropout
0,1,0,1,20,8,8,7,14.565714285714288,8,8,7,14.565714285714288,Graduate
1,0,0,0,18,5,8,3,12.0,5,6,4,10.75,Dropout
0,1,0,0,20,6,6,0,0.0,5,5,0,0.0,Dropout
0,1,0,0,23,7,7,6,13.796666666666669,8,11,7,13.775,Graduate
0,1,0,0,18,6,6,6,14.833333333333334,6,6,6,15.333333333333334,Graduate
0,1,0,0,20,6,6,6,12.833333333333334,6,6,6,13.833333333333334,Graduate
0,1,0,1,18,8,8,7,14.962857142857144,8,8,7,14.962857142857144,Graduate
0,1,0,0,20,5,8,4,12.0,5,8,5,11.2,Graduate
0,1,0,0,18,7,8,7,12.4,8,9,8,12.8,Graduate
0,1,0,0,20,6,7,6,15.571428571428571,6,6,6,17.166666666666668,Graduate
0,1,0,0,19,8,8,7,13.714285714285714,8,8,7,13.714285714285714,Graduate
0,1,0,0,21,6,9,6,13.142857142857142,6,9,6,12.166666666666666,Graduate
0,1,0,0,33,6,7,6,15.0,6,8,3,11.0,Graduate
1,0,0,0,24,5,6,1,13.0,5,5,0,0.0,Dropout
0,1,0,1,20,11,12,11,12.0,11,14,11,12.75,Graduate
0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,0,0,18,6,6,6,15.166666666666666,6,6,6,14.166666666666666,Graduate
1,1,0,0,29,6,9,4,12.0,6,13,2,10.5,Dropout
0,1,0,0,18,7,7,7,13.642857142857142,8,11,8,14.772727272727272,Graduate
0,1,0,0,19,6,8,6,12.666666666666666,6,7,6,12.714285714285714,Graduate
0,1,0,0,19,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,0,1,18,6,8,5,10.8,6,9,6,10.5,Graduate
0,1,0,1,19,7,9,6,14.25,8,11,8,13.063636363636364,Graduate
0,1,0,0,20,14,22,12,12.153846153846152,12,18,10,12.9,Dropout
0,1,0,0,19,6,14,1,11.5,6,12,2,10.5,Enrolled
0,1,0,1,19,6,10,4,12.25,6,9,3,12.333333333333334,Graduate
0,1,0,1,18,6,8,6,12.0,6,12,5,11.142857142857142,Enrolled
0,1,0,1,18,8,8,8,13.40375,8,8,8,13.40375,Graduate
0,1,0,1,19,6,15,6,11.333333333333334,6,9,3,12.666666666666666,Graduate
1,1,1,0,20,6,7,5,12.2,6,6,6,12.333333333333334,Dropout
0,1,1,1,18,0,0,0,0.0,0,0,0,0.0,Enrolled
0,1,1,0,18,7,0,0,0.0,8,0,0,0.0,Dropout
1,0,1,0,35,6,8,5,16.166666666666668,6,10,4,16.0,Dropout
0,1,1,0,18,5,10,3,11.0,5,6,3,11.0,Enrolled
0,1,1,1,19,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,1,1,19,6,8,4,12.0,6,8,6,12.285714285714286,Enrolled
0,1,1,0,20,5,8,2,10.5,5,11,4,12.25,Enrolled
0,1,1,0,19,6,7,3,11.666666666666666,6,13,4,10.333333333333334,Enrolled
0,1,1,0,19,5,8,3,11.0,5,7,2,10.0,Dropout
0,1,1,0,24,7,18,0,0.0,7,13,0,0.0,Dropout
1,0,1,0,29,6,11,4,12.5,6,7,0,0.0,Dropout
0,1,1,0,24,7,11,7,11.294444444444444,8,22,2,12.6,Graduate
0,1,1,0,19,6,8,5,11.2,6,11,4,12.5,Graduate
0,1,1,0,37,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,0,18,6,7,5,13.2,6,6,5,11.8,Graduate
0,1,1,1,20,7,12,6,14.142857142857142,6,10,6,14.125,Enrolled
0,0,1,0,18,5,0,0,0.0,5,0,0,0.0,Dropout
0,1,1,0,22,5,5,0,0.0,5,9,3,13.333333333333334,Enrolled
0,1,1,1,22,5,7,3,12.333333333333334,5,9,3,10.571428571428571,Enrolled
1,0,1,0,18,6,6,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,18,8,8,7,13.1,8,8,7,13.1,Graduate
0,1,1,0,19,6,6,6,13.5,6,6,6,13.166666666666666,Graduate
0,1,1,0,19,5,7,5,10.2,5,8,3,12.0,Enrolled
0,1,1,0,19,6,10,5,11.571428571428571,6,10,3,13.0,Dropout
1,1,1,0,21,6,7,6,15.285714285714286,6,6,6,15.166666666666666,Graduate
0,1,1,0,19,6,9,5,12.6,10,16,8,11.0,Enrolled
0,1,1,0,18,7,11,6,13.433333333333332,7,10,4,13.6,Graduate
0,1,1,0,19,5,8,5,11.6,5,9,3,11.0,Dropout
0,1,1,0,25,6,6,6,14.666666666666666,6,6,6,13.5,Graduate
0,1,1,0,22,6,9,6,14.666666666666666,6,12,6,14.666666666666666,Graduate
0,1,1,0,24,8,8,7,12.742857142857144,8,8,7,12.742857142857144,Graduate
0,1,1,0,19,7,9,7,11.975,8,9,7,13.12857142857143,Graduate
0,1,1,0,18,5,9,4,12.25,5,11,3,11.666666666666666,Enrolled
0,0,1,0,20,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,1,19,8,8,7,14.935714285714283,8,8,7,14.935714285714283,Graduate
0,1,1,0,19,6,16,2,10.5,6,15,4,10.0,Dropout
0,1,1,0,19,6,9,5,13.333333333333334,6,6,5,13.0,Graduate
1,1,1,0,23,6,6,0,0.0,6,8,0,0.0,Dropout
0,1,1,0,47,6,12,5,13.8,6,13,4,14.0,Dropout
0,1,1,0,19,6,6,6,11.833333333333334,6,8,4,10.75,Graduate
0,1,1,0,19,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,0,28,5,9,2,10.0,5,9,0,0.0,Dropout
0,1,1,0,20,6,10,4,11.5,6,11,3,11.666666666666666,Dropout
0,1,1,1,18,6,12,3,10.666666666666666,6,9,4,12.0,Enrolled
0,1,1,1,21,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,1,0,19,6,10,4,12.75,6,12,2,13.0,Enrolled
1,0,1,0,24,6,7,0,0.0,6,7,0,0.0,Dropout
0,1,1,0,24,6,11,6,11.333333333333334,6,12,3,11.333333333333334,Enrolled
1,0,1,0,25,6,6,0,0.0,6,6,0,0.0,Enrolled
0,1,1,0,28,6,10,6,13.0,6,8,5,12.2,Graduate
0,1,1,0,37,5,7,4,10.75,5,7,3,11.333333333333334,Enrolled
0,1,1,0,19,5,8,5,12.0,5,12,2,10.5,Enrolled
0,1,1,1,18,7,7,7,13.462857142857144,8,8,8,13.90625,Graduate
0,1,1,0,48,6,13,3,10.0,6,15,1,10.0,Dropout
0,1,1,0,21,6,6,6,12.333333333333334,6,7,6,13.666666666666666,Graduate
0,1,1,1,19,7,11,6,12.528571428571428,7,10,6,12.416666666666666,Enrolled
0,1,1,1,21,8,8,0,0.0,8,8,0,0.0,Enrolled
1,0,1,0,23,5,6,0,0.0,5,7,0,0.0,Dropout
0,1,1,0,18,5,5,5,13.6,5,6,4,13.25,Graduate
0,1,1,0,22,6,7,6,12.333333333333334,6,6,2,14.0,Dropout
0,1,1,0,25,13,16,10,11.454545454545457,11,13,7,12.25,Dropout
1,1,1,0,27,13,13,8,13.5,11,12,5,14.4,Dropout
0,0,1,0,49,5,5,0,0.0,5,6,0,0.0,Dropout
0,0,1,0,31,5,5,2,11.0,5,0,0,0.0,Dropout
0,1,1,0,54,6,9,6,13.714285714285714,6,13,5,14.333333333333334,Dropout
1,0,1,0,25,21,26,21,12.363636363636363,16,21,12,12.25,Dropout
0,1,1,0,20,7,13,3,10.666666666666666,6,14,2,11.5,Enrolled
0,1,1,0,28,6,9,2,12.0,6,10,3,12.666666666666666,Dropout
0,1,1,0,41,7,7,7,12.857142857142858,6,6,6,13.166666666666666,Graduate
0,1,1,1,19,6,10,6,13.125,6,9,6,12.714285714285714,Enrolled
0,1,1,0,22,5,6,0,0.0,5,8,2,11.5,Dropout
0,1,1,0,34,6,13,2,13.5,6,6,0,0.0,Dropout
1,0,1,0,28,11,14,11,15.090909090909092,10,11,10,15.0,Dropout
0,1,1,0,42,6,9,5,12.4,6,10,5,11.8,Enrolled
0,0,1,0,21,6,10,5,14.0,6,11,4,14.8,Enrolled
0,1,1,0,50,6,8,2,13.5,6,9,1,13.0,Dropout
0,1,1,0,19,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,18,7,12,4,12.65,7,10,3,10.666666666666666,Dropout
0,1,1,0,59,5,7,0,0.0,5,7,0,0.0,Dropout
0,0,1,0,33,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,1,23,6,8,6,13.333333333333334,6,7,5,12.8,Graduate
0,1,1,0,44,5,9,3,11.333333333333334,5,8,5,11.142857142857142,Dropout
0,1,1,0,37,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,36,0,0,0,0.0,0,0,0,0.0,Dropout
0,0,1,0,22,5,7,3,11.666666666666666,5,8,2,10.5,Dropout
0,1,1,0,49,6,8,6,12.166666666666666,6,8,6,14.428571428571429,Graduate
0,1,1,0,23,6,7,6,13.333333333333334,6,6,4,12.75,Graduate
0,1,1,0,19,6,7,5,11.4,6,10,3,11.0,Enrolled
0,1,1,0,47,6,9,6,12.142857142857142,6,6,0,0.0,Dropout
0,1,1,0,28,18,36,17,13.058823529411764,12,15,12,12.307692307692308,Graduate
0,1,1,0,21,6,13,4,11.75,6,15,4,10.5,Enrolled
1,0,1,0,21,6,9,5,11.833333333333334,6,8,5,10.0,Dropout
0,1,1,0,21,11,14,10,12.4,10,13,10,11.8,Graduate
0,1,1,0,20,6,8,6,13.428571428571429,6,12,4,11.5,Enrolled
0,0,1,0,49,5,5,0,0.0,5,9,0,0.0,Dropout
0,1,1,0,40,5,5,5,11.0,5,5,5,13.4,Graduate
0,1,1,1,22,6,8,6,13.625,6,8,6,14.428571428571429,Graduate
0,1,1,0,19,5,6,4,11.8,5,7,2,11.5,Enrolled
0,1,1,0,31,5,5,0,0.0,5,7,0,0.0,Dropout
0,1,1,0,30,6,9,2,15.0,6,7,2,13.5,Dropout
0,1,1,0,19,6,9,5,10.8,6,11,5,11.0,Graduate
0,1,1,0,22,5,11,3,13.666666666666666,5,10,3,11.333333333333334,Dropout
0,1,1,0,19,6,8,6,12.833333333333334,6,8,6,13.333333333333334,Graduate
0,0,1,0,21,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,0,19,6,8,6,15.125,6,7,6,13.428571428571429,Graduate
0,1,1,0,22,5,11,0,0.0,5,7,1,10.0,Dropout
0,1,1,0,22,6,10,5,11.4,6,8,5,11.0,Graduate
0,1,1,0,19,6,12,4,12.25,6,9,6,11.0,Graduate
0,0,1,0,26,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,23,7,12,3,14.0,6,12,1,14.0,Enrolled
0,1,1,0,18,6,7,6,12.333333333333334,6,10,5,10.8,Enrolled
1,1,1,1,22,5,8,5,10.666666666666666,5,11,2,11.0,Enrolled
0,1,1,0,19,5,9,5,11.833333333333334,5,9,5,14.714285714285714,Enrolled
0,1,1,0,20,5,14,0,0.0,5,5,0,0.0,Dropout
0,1,1,1,22,6,6,6,11.666666666666666,6,6,6,12.166666666666666,Enrolled
0,0,1,0,18,5,7,2,13.0,5,5,0,0.0,Dropout
0,1,1,0,39,2,5,0,0.0,4,4,0,0.0,Dropout
0,1,1,0,18,8,8,0,0.0,8,8,0,0.0,Dropout
0,1,1,1,18,5,5,5,13.0,5,5,5,14.2,Graduate
0,1,1,1,19,6,7,6,13.857142857142858,6,6,6,14.0,Graduate
0,1,1,0,18,7,7,6,13.391666666666666,8,8,8,12.4875,Graduate
0,1,1,1,18,5,7,4,12.75,5,5,0,0.0,Dropout
0,1,1,0,22,5,7,4,14.5,5,5,5,14.6,Graduate
0,1,1,0,19,6,7,6,12.166666666666666,6,6,6,12.166666666666666,Graduate
0,1,1,0,18,5,5,5,15.4,5,5,5,15.6,Dropout
1,0,1,0,31,5,9,2,13.333333333333334,5,9,2,16.0,Dropout
0,1,1,0,28,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,19,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,20,6,7,6,13.714285714285714,6,8,6,14.714285714285714,Graduate
0,1,1,0,50,6,7,4,12.25,6,7,0,0.0,Dropout
0,1,1,0,38,6,9,5,16.0,6,11,4,16.5,Enrolled
0,1,1,0,31,5,8,1,11.0,5,5,1,13.0,Dropout
0,1,1,0,27,7,7,7,14.085714285714284,7,7,7,14.085714285714284,Enrolled
0,1,1,0,21,6,9,6,10.166666666666666,6,10,6,10.5,Graduate
0,1,1,0,34,5,8,1,10.0,5,9,0,0.0,Dropout
0,1,1,0,19,5,10,0,0.0,5,7,1,10.0,Enrolled
0,0,1,0,40,5,10,2,10.5,5,5,3,10.666666666666666,Dropout
0,1,1,1,18,0,0,0,0.0,0,0,0,0.0,Graduate
1,0,1,1,46,6,6,0,0.0,6,6,0,0.0,Dropout
0,1,1,0,37,6,12,0,0.0,5,10,0,0.0,Dropout
0,1,1,0,31,6,8,0,0.0,6,10,0,0.0,Dropout
0,1,1,0,34,6,15,5,13.333333333333334,6,15,5,12.4,Graduate
0,1,1,1,18,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,1,18,6,7,6,13.571428571428571,6,6,6,14.333333333333334,Graduate
0,1,1,1,19,6,6,6,12.833333333333334,6,7,6,11.166666666666666,Graduate
0,1,1,0,40,5,6,4,10.25,8,18,5,11.2,Dropout
0,1,1,0,25,6,6,0,0.0,6,6,0,0.0,Dropout
1,1,1,0,20,5,5,4,14.5,6,8,3,13.333333333333334,Dropout
0,1,1,0,20,5,6,5,15.8,5,8,5,13.714285714285714,Enrolled
0,0,1,0,43,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,18,5,8,4,12.5,5,7,3,14.666666666666666,Enrolled
0,1,1,0,35,18,22,18,11.666666666666666,13,13,12,11.5,Graduate
0,1,1,0,23,5,6,4,13.0,5,5,5,13.0,Graduate
0,1,1,0,19,7,8,7,12.12142857142857,9,12,8,11.50625,Graduate
0,1,1,1,21,11,15,9,14.22222222222222,9,15,7,13.75,Graduate
0,1,1,0,19,6,17,4,12.5,6,8,4,13.25,Enrolled
0,1,1,0,20,5,7,5,12.166666666666666,5,7,5,15.285714285714286,Graduate
0,1,1,1,30,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,44,6,6,6,12.666666666666666,6,6,6,11.5,Graduate
0,1,1,0,19,8,8,7,13.614285714285714,8,8,7,13.614285714285714,Graduate
0,1,1,0,22,18,32,12,12.857142857142858,12,15,10,14.3,Graduate
0,1,1,0,18,5,7,4,14.0,5,5,5,14.2,Graduate
0,1,1,1,21,6,8,4,14.75,6,6,5,11.8,Graduate
0,1,1,0,18,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,18,6,8,6,13.625,6,7,6,14.285714285714286,Graduate
0,1,1,0,19,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,1,0,21,6,12,4,11.8,6,11,4,11.875,Dropout
0,1,1,0,31,6,8,6,15.125,6,10,6,14.6,Graduate
0,1,1,0,21,6,10,4,11.5,6,10,2,10.5,Dropout
1,1,1,0,24,5,12,1,10.0,5,11,1,11.0,Enrolled
0,1,1,0,27,4,8,0,0.0,5,10,0,0.0,Dropout
0,1,1,0,20,5,9,3,10.333333333333334,5,6,5,12.8,Graduate
0,1,1,0,22,5,9,0,0.0,5,6,2,11.666666666666666,Enrolled
0,1,1,1,19,6,9,4,12.0,6,10,4,12.5,Enrolled
0,1,1,0,19,6,6,6,13.833333333333334,6,6,6,14.5,Graduate
1,1,1,0,23,17,19,13,12.153846153846152,17,28,11,11.909090909090908,Enrolled
0,1,1,0,18,6,7,6,14.0,6,8,6,13.666666666666666,Graduate
0,0,1,0,29,6,8,6,16.5,6,6,5,13.8,Enrolled
0,1,1,0,29,5,11,1,18.0,5,10,3,13.333333333333334,Dropout
0,1,1,0,20,6,11,6,11.285714285714286,6,12,5,11.77777777777778,Enrolled
0,1,1,1,19,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,1,0,22,0,0,0,0.0,0,0,0,0.0,Enrolled
0,1,1,0,20,6,10,5,14.0,6,10,6,12.0,Enrolled
0,1,1,0,24,5,13,4,13.75,5,9,3,12.0,Enrolled
0,0,1,0,21,6,9,4,13.25,6,6,5,11.0,Dropout
0,1,1,1,25,5,7,4,14.25,5,7,4,14.75,Graduate
0,0,1,0,32,5,9,0,0.0,5,5,0,0.0,Dropout
0,0,1,0,26,12,12,8,11.25,8,8,3,11.333333333333334,Dropout
0,1,1,1,18,6,7,6,13.5,6,8,6,12.5,Graduate
0,1,1,1,19,6,8,5,12.666666666666666,6,10,6,12.857142857142858,Graduate
0,1,1,1,19,6,6,6,15.166666666666666,6,6,6,12.333333333333334,Graduate
0,1,1,0,27,6,6,6,13.166666666666666,5,7,5,15.142857142857142,Dropout
1,1,1,0,21,12,20,10,11.8,12,15,9,11.444444444444445,Enrolled
0,1,1,0,20,5,10,4,11.5,5,11,0,0.0,Enrolled
0,1,1,0,21,6,6,6,14.5,6,8,6,11.333333333333334,Graduate
0,1,1,0,22,6,10,5,13.4,6,12,3,10.666666666666666,Enrolled
1,0,1,0,19,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,1,1,18,5,8,4,10.8,5,10,2,12.5,Dropout
0,1,1,0,28,5,6,0,0.0,5,5,0,0.0,Dropout
1,0,1,0,25,10,23,6,11.428571428571429,7,15,4,12.0,Dropout
0,1,1,0,25,14,24,8,12.5,13,23,10,11.6,Dropout
0,1,1,0,18,5,11,2,13.5,5,11,3,12.333333333333334,Enrolled
0,1,1,0,26,6,6,0,0.0,6,12,0,0.0,Dropout
0,1,1,1,18,5,8,5,12.75,5,7,5,11.5,Graduate
0,1,1,0,22,6,17,3,11.333333333333334,6,14,3,12.333333333333334,Enrolled
0,1,1,0,25,6,8,0,0.0,6,10,0,0.0,Dropout
0,1,1,0,19,6,9,5,11.4,6,13,5,12.4,Enrolled
0,1,1,0,19,6,7,6,14.428571428571429,6,7,6,14.571428571428571,Graduate
0,1,1,0,19,7,9,7,12.492857142857144,8,10,8,11.7125,Graduate
0,1,1,0,45,8,10,4,11.5,8,13,4,11.0,Dropout
0,1,1,0,52,5,7,5,11.2,5,6,5,12.8,Graduate
0,0,1,0,20,5,9,3,12.0,5,7,3,11.0,Dropout
0,1,1,0,19,8,8,7,15.885714285714286,8,8,7,15.885714285714286,Graduate
1,0,1,0,21,7,12,4,12.94,7,12,4,11.58,Dropout
0,0,1,0,35,6,6,6,14.0,6,6,6,14.166666666666666,Graduate
0,1,1,0,36,0,0,0,0.0,0,0,0,0.0,Graduate
1,0,1,0,47,7,7,0,0.0,8,8,0,0.0,Dropout
0,1,1,0,22,5,0,0,0.0,5,0,0,0.0,Dropout
0,1,1,0,41,5,8,4,11.25,5,8,3,11.0,Dropout
0,1,1,0,26,5,5,0,0.0,5,6,0,0.0,Dropout
0,0,0,0,51,6,13,4,11.25,6,12,0,0.0,Dropout
0,1,0,0,43,5,11,3,10.666666666666666,5,10,4,12.5,Enrolled
0,1,0,0,41,6,9,5,11.8,6,10,3,10.666666666666666,Graduate
0,1,1,0,23,10,19,8,11.625,10,16,10,11.181818181818182,Graduate
0,1,1,0,22,6,11,0,0.0,5,10,0,0.0,Dropout
0,1,1,1,25,6,8,4,10.25,6,6,4,11.25,Dropout
0,1,1,0,25,15,16,15,10.8,14,14,14,11.357142857142858,Graduate
0,0,1,1,22,12,15,11,12.545454545454543,11,16,11,12.666666666666666,Graduate
0,1,1,0,24,7,7,7,13.571428571428571,6,9,5,13.4,Enrolled
0,1,1,0,47,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,41,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,43,6,9,6,14.77777777777778,6,11,5,12.2,Graduate
0,1,1,0,29,3,4,0,0.0,4,8,0,0.0,Dropout
0,1,1,0,30,2,2,0,0.0,2,2,0,0.0,Dropout
0,0,1,0,26,4,4,0,0.0,5,0,0,0.0,Dropout
0,0,1,0,27,5,10,0,0.0,5,5,0,0.0,Dropout
0,1,1,1,36,5,5,5,11.4,5,7,5,11.6,Graduate
0,1,1,0,29,9,13,6,11.666666666666666,7,10,6,10.857142857142858,Dropout
0,1,1,0,35,10,12,7,11.285714285714286,8,8,5,13.0,Dropout
0,1,1,1,18,6,12,4,11.5,6,10,5,12.6,Graduate
0,1,1,1,24,5,5,5,16.0,5,5,5,16.0,Graduate
0,1,1,1,18,6,6,6,12.5,6,7,6,12.666666666666666,Dropout
0,1,1,0,18,5,7,4,12.0,5,10,3,13.0,Enrolled
0,1,1,0,21,5,11,0,0.0,5,11,3,11.666666666666666,Enrolled
0,1,1,0,21,5,10,5,13.0,5,10,5,12.6,Graduate
0,1,1,0,32,18,27,13,13.714285714285714,12,18,12,12.083333333333334,Graduate
0,1,1,1,22,5,9,3,12.333333333333334,6,14,3,12.5,Dropout
0,0,1,0,32,17,31,11,12.727272727272728,12,24,10,12.7,Dropout
0,1,1,0,35,5,5,1,14.0,5,5,0,0.0,Dropout
0,0,1,0,23,5,0,0,0.0,5,0,0,0.0,Dropout
0,1,1,0,39,6,8,5,11.4,6,12,3,11.0,Enrolled
0,1,1,0,35,5,5,0,0.0,5,5,1,10.0,Dropout
0,1,1,0,32,6,8,6,18.875,12,14,12,17.692307692307693,Graduate
0,1,1,0,20,6,12,0,0.0,6,12,0,0.0,Dropout
0,1,1,0,34,7,15,6,11.333333333333334,7,16,4,12.6,Enrolled
0,1,1,0,44,7,9,7,13.5,5,6,5,16.2,Dropout
0,1,1,0,53,11,12,2,15.0,9,10,3,10.0,Graduate
1,0,1,0,28,5,10,0,0.0,5,7,0,0.0,Dropout
0,1,1,0,31,9,9,9,14.22222222222222,5,5,5,12.8,Dropout
1,0,1,0,18,0,0,0,0.0,0,0,0,0.0,Enrolled
1,0,1,0,44,7,14,4,12.0,6,16,0,0.0,Dropout
0,1,1,0,19,5,9,5,12.6,5,8,4,12.0,Graduate
0,1,1,0,21,12,12,12,15.083333333333334,11,15,11,13.083333333333334,Enrolled
0,1,1,1,18,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,20,6,8,6,14.5,6,10,6,15.3,Graduate
0,1,1,0,55,6,6,6,14.5,6,6,6,13.5,Graduate
0,1,1,0,27,5,12,3,10.0,5,12,1,13.0,Enrolled
0,1,1,0,19,5,0,0,0.0,5,0,0,0.0,Dropout
0,1,1,0,18,5,5,5,11.6,5,5,5,13.2,Graduate
0,1,1,0,43,6,10,4,11.75,6,7,0,0.0,Dropout
0,1,1,0,18,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,Dropout
1,1,1,1,20,6,7,0,0.0,6,6,0,0.0,Dropout
1,0,1,0,29,5,7,4,11.25,5,8,4,11.8,Dropout
1,1,1,0,44,6,9,5,11.571428571428571,6,11,0,0.0,Dropout
0,1,1,0,18,5,7,4,10.0,5,8,1,16.0,Enrolled
0,1,1,1,20,6,11,5,13.833333333333334,6,13,6,12.3,Enrolled
0,1,1,0,20,6,6,4,12.75,9,12,3,12.666666666666666,Dropout
0,1,1,0,36,4,4,0,0.0,5,9,0,0.0,Dropout
0,1,1,0,19,6,13,5,11.6,6,12,2,11.0,Enrolled
0,0,1,0,29,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,18,6,6,4,11.25,6,10,3,10.333333333333334,Dropout
0,0,1,0,24,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,20,6,6,6,14.333333333333334,6,7,6,15.0,Graduate
1,0,1,0,45,6,7,0,0.0,5,5,0,0.0,Dropout
0,1,1,1,28,23,23,20,13.5,23,23,20,13.5,Graduate
